frame,timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,person,posture,trial
0,1786866534.694113,453,600,535,750,759,797,508,653,490,133,496,549,601,303,231,327,0,419,519,511,594,493,214,0,0,857,695,0,0,0,0,0,aro,lean_right,1
1,1786866534.695211,453,600,535,751,759,795,509,653,493,135,499,553,603,303,229,327,0,415,523,517,594,495,217,0,0,855,692,0,0,0,0,0,aro,lean_right,1
2,1786866534.696395,447,600,533,750,759,797,519,659,490,135,499,549,600,302,229,327,0,419,521,509,595,495,217,0,0,855,694,0,0,0,0,0,aro,lean_right,1
3,1786866534.697297,446,599,534,743,757,794,519,653,490,134,503,551,603,302,213,329,0,415,519,509,595,493,216,0,0,855,693,0,0,0,0,0,aro,lean_right,1
4,1786866534.698059,445,599,533,749,755,797,518,654,494,127,499,553,600,302,235,319,0,415,534,509,593,493,217,0,0,855,691,0,0,0,0,0,aro,lean_right,1
5,1786866534.698819,442,599,533,751,755,799,519,649,496,135,495,539,601,303,226,327,0,415,521,517,585,495,217,0,0,855,693,0,0,0,0,0,aro,lean_right,1
6,1786866534.699578,440,598,534,749,752,797,520,654,500,134,493,549,601,303,226,326,0,415,517,517,595,496,219,0,0,855,694,0,0,0,0,0,aro,lean_right,1
7,1786866534.700325,436,598,535,749,751,797,517,655,499,136,491,541,601,302,227,326,0,415,517,517,596,495,219,0,0,856,692,0,0,0,0,0,aro,lean_right,1
8,1786866534.701077,429,597,533,747,749,803,519,660,501,135,490,537,599,302,226,325,0,419,521,518,595,499,219,0,0,855,695,0,0,0,0,0,aro,lean_right,1
9,1786866534.701743,421,597,531,747,749,795,519,655,500,138,491,547,599,300,227,319,0,419,522,519,603,495,219,0,0,857,693,0,0,0,0,0,aro,lean_right,1
10,1786866534.702419,410,595,533,747,746,790,518,660,503,139,487,547,598,301,223,319,0,419,521,518,597,495,221,0,0,853,693,0,0,0,0,0,aro,lean_right,1
11,1786866534.703076,405,591,531,745,745,797,521,658,501,139,487,544,597,301,220,316,0,413,520,517,595,497,227,0,0,852,687,0,0,0,0,0,aro,lean_right,1
12,1786866534.703731,397,591,529,743,740,795,519,660,501,142,485,538,597,300,220,317,0,420,509,519,595,501,221,0,0,851,691,0,0,0,0,0,aro,lean_right,1
13,1786866534.704378,393,589,529,743,733,799,517,655,504,139,485,537,595,299,218,315,0,415,520,519,597,499,219,0,0,851,691,0,0,0,0,0,aro,lean_right,1
14,1786866534.705025,391,589,529,741,743,797,519,665,503,133,485,547,593,298,218,319,0,415,521,520,599,499,221,0,0,851,688,0,0,0,0,0,aro,lean_right,1
15,1786866534.705670,391,588,525,741,739,794,518,659,504,139,485,529,591,295,217,307,0,416,517,521,602,500,221,0,0,852,691,0,0,0,0,0,aro,lean_right,1
16,1786866534.706327,391,588,530,740,729,795,510,659,505,139,479,541,591,297,217,314,0,415,533,519,597,499,221,0,0,852,687,0,0,0,0,0,aro,lean_right,1
17,1786866534.706987,391,589,529,742,741,794,509,660,503,135,485,535,594,297,216,315,0,412,533,517,599,499,227,0,0,852,687,0,0,0,0,0,aro,lean_right,1
18,1786866534.707635,389,588,527,742,738,795,509,657,504,137,481,541,591,296,216,314,0,415,521,518,589,499,222,0,0,852,687,0,0,0,0,0,aro,lean_right,1
19,1786866534.708283,391,589,525,743,739,793,509,657,501,138,482,541,594,296,217,315,0,415,524,519,597,501,222,0,0,851,688,0,0,0,0,0,aro,lean_right,1
20,1786866534.708931,391,589,527,743,739,792,509,659,503,139,476,529,605,296,217,319,0,415,520,519,598,501,219,0,0,851,687,0,0,0,0,0,aro,lean_right,1
21,1786866534.709533,391,589,529,743,739,791,511,663,501,133,483,541,594,295,215,315,0,415,531,520,597,502,223,0,0,851,687,0,0,0,0,0,aro,lean_right,1
22,1786866534.710144,393,589,525,743,735,792,517,660,503,133,477,557,590,295,217,315,0,419,519,519,598,501,221,0,0,851,687,0,0,0,0,0,aro,lean_right,1
23,1786866534.710726,390,587,529,741,741,791,518,658,504,135,479,541,590,296,215,316,0,415,507,520,597,504,229,0,0,847,688,0,0,0,0,0,aro,lean_right,1
24,1786866534.711479,391,588,529,742,741,790,507,655,503,125,479,541,591,295,217,315,0,413,507,520,597,495,217,0,0,847,689,0,0,0,0,0,aro,lean_right,1
25,1786866534.712201,391,587,527,742,738,789,517,665,501,133,479,541,589,295,217,316,0,415,520,520,597,499,221,0,0,847,691,0,0,0,0,0,aro,lean_right,1
26,1786866534.712883,389,589,525,741,739,790,519,659,502,119,482,541,591,295,217,316,0,415,519,519,597,500,207,0,0,847,691,0,0,0,0,0,aro,lean_right,1
27,1786866534.713462,391,588,529,742,739,791,509,653,499,125,482,542,589,293,217,317,0,415,520,519,598,503,220,0,0,849,685,0,0,0,0,0,aro,lean_right,1
28,1786866534.714025,392,584,529,739,733,792,510,655,499,127,479,541,589,295,217,315,0,419,520,517,595,499,221,0,0,847,685,0,0,0,0,0,aro,lean_right,1
29,1786866534.714591,391,589,525,741,729,791,506,659,500,127,481,541,589,294,216,317,0,415,509,519,597,500,220,0,0,847,687,0,0,0,0,0,aro,lean_right,1
30,1786866534.715169,393,589,521,743,741,791,509,659,500,127,479,541,588,295,216,317,0,415,521,519,598,500,221,0,0,845,691,0,0,0,0,0,aro,lean_right,1
31,1786866534.715735,391,589,525,741,741,792,517,665,504,139,484,540,589,295,216,315,0,420,517,519,597,499,229,0,0,845,691,0,0,0,0,0,aro,lean_right,1
32,1786866534.716312,392,591,529,741,741,791,519,662,501,136,483,540,589,297,217,316,0,419,521,520,597,500,222,0,0,845,691,0,0,0,0,0,aro,lean_right,1
33,1786866534.716883,393,589,541,739,743,792,509,659,502,136,485,543,589,295,216,315,0,419,520,520,597,502,223,0,0,846,687,0,0,0,0,0,aro,lean_right,1
34,1786866534.717458,393,595,529,741,741,793,509,655,501,136,485,543,589,297,217,313,0,415,519,521,595,499,222,0,0,847,687,0,0,0,0,0,aro,lean_right,1
35,1786866534.718026,392,591,529,740,743,795,509,659,503,137,487,542,589,293,217,315,0,421,521,520,597,501,221,0,0,847,692,0,0,0,0,0,aro,lean_right,1
36,1786866534.718597,395,595,529,743,744,795,509,659,503,139,487,543,591,295,219,317,0,419,521,518,596,501,221,0,0,851,689,0,0,0,0,0,aro,lean_right,1
37,1786866534.719171,396,595,533,745,745,796,509,659,503,137,489,548,593,297,219,319,0,419,521,521,597,501,219,0,0,853,686,0,0,0,0,0,aro,lean_right,1
38,1786866534.719733,404,596,531,745,747,795,509,661,501,123,489,548,594,298,219,317,0,419,519,520,597,499,217,0,0,853,691,0,0,0,0,0,aro,lean_right,1
39,1786866534.720309,409,595,535,747,749,796,509,664,501,143,491,549,595,299,221,325,0,415,518,518,595,499,216,0,0,855,690,0,0,0,0,0,aro,lean_right,1
40,1786866534.720847,423,599,531,745,751,797,509,660,502,133,495,551,601,299,223,326,0,415,517,511,593,493,214,0,0,857,693,0,0,0,0,0,aro,lean_right,1
41,1786866534.721346,431,599,536,749,755,799,505,655,503,127,497,552,601,299,223,327,0,416,519,508,591,489,213,0,0,861,690,0,0,0,0,0,aro,lean_right,1
42,1786866534.721834,439,599,540,751,755,797,509,659,501,127,502,553,603,301,227,331,0,415,517,506,589,487,207,0,0,867,692,0,0,0,0,0,aro,lean_right,1
43,1786866534.722330,443,601,541,755,760,799,517,660,499,127,503,557,606,302,228,329,0,413,507,506,587,488,200,0,0,871,691,0,0,0,0,0,aro,lean_right,1
44,1786866534.722815,458,603,539,758,761,797,509,659,494,125,505,559,612,303,232,331,0,412,507,503,585,479,197,0,0,875,693,0,0,0,0,0,aro,lean_right,1
45,1786866534.723310,462,604,543,757,761,799,507,654,491,125,519,563,612,303,234,333,0,413,507,501,581,477,198,0,0,879,693,0,0,0,0,0,aro,lean_right,1
46,1786866534.723806,471,605,547,761,765,799,520,659,489,123,523,563,614,307,235,338,0,413,505,497,573,473,190,0,0,887,679,0,0,0,0,0,aro,lean_right,1
47,1786866534.724299,475,611,544,764,765,797,507,659,489,121,525,567,613,309,237,339,0,413,503,495,569,471,187,0,0,888,685,0,0,0,0,0,aro,lean_right,1
48,1786866534.724801,483,605,552,764,764,799,508,652,488,120,531,565,617,309,239,338,0,410,501,490,565,460,185,0,0,893,709,0,0,0,0,0,aro,lean_right,1
49,1786866534.725291,488,613,551,773,765,797,518,653,491,123,531,571,621,310,243,343,0,411,499,487,557,457,183,0,0,901,699,0,0,0,0,0,aro,lean_right,1
50,1786866534.725791,499,613,553,779,768,804,519,659,489,109,538,573,621,315,245,349,0,411,495,485,551,447,179,0,0,905,701,0,0,0,0,0,aro,lean_right,1
51,1786866534.726285,505,615,539,780,775,805,509,659,489,111,541,580,626,316,245,357,0,411,491,479,540,443,183,0,0,909,701,0,0,0,0,0,aro,lean_right,1
52,1786866534.726775,509,617,557,787,775,797,519,657,487,115,547,581,629,319,247,360,0,411,487,475,533,431,175,0,0,915,703,0,0,0,0,0,aro,lean_right,1
53,1786866534.727208,520,618,549,790,775,807,519,659,488,111,549,581,631,325,248,364,0,409,479,471,523,427,175,0,0,917,691,0,0,0,0,0,aro,lean_right,1
54,1786866534.727658,523,620,556,794,778,800,509,659,486,117,551,583,633,327,248,365,0,409,475,469,520,419,173,0,0,920,703,0,0,0,0,0,aro,lean_right,1
55,1786866534.728096,527,622,557,797,776,799,509,660,486,118,553,583,635,328,247,366,0,407,471,467,509,413,172,0,0,923,702,0,0,0,0,0,aro,lean_right,1
56,1786866534.728529,532,624,563,799,779,803,517,661,487,119,556,587,635,327,249,367,0,407,467,465,505,409,170,0,0,926,702,0,0,0,0,0,aro,lean_right,1
57,1786866534.728966,535,627,557,803,780,803,519,662,487,120,557,588,635,327,247,365,0,407,462,463,501,411,172,0,0,931,703,0,0,0,0,0,aro,lean_right,1
58,1786866534.729394,539,629,565,806,779,803,519,662,489,121,559,591,635,335,247,366,0,407,463,456,499,413,172,0,0,931,701,0,0,0,0,0,aro,lean_right,1
59,1786866534.729862,539,627,563,807,780,803,520,663,488,123,562,591,632,328,246,363,0,406,463,459,494,409,173,0,0,934,697,0,0,0,0,0,aro,lean_right,1
60,1786866534.730339,541,631,565,809,783,804,521,664,489,124,563,596,633,301,246,361,0,407,462,457,493,411,189,0,0,935,697,0,0,0,0,0,aro,lean_right,1
61,1786866534.730819,541,631,566,809,783,803,521,663,489,125,563,594,631,326,245,361,0,407,461,454,491,418,179,0,0,938,697,0,0,0,0,0,aro,lean_right,1
62,1786866534.731263,544,631,563,813,781,800,522,664,489,125,565,594,631,325,243,360,0,405,459,453,489,413,181,0,0,939,696,0,0,0,0,0,aro,lean_right,1
63,1786866534.731712,547,632,565,811,783,803,523,664,491,132,565,595,631,319,239,361,0,406,457,453,489,411,183,0,0,939,692,0,0,0,0,0,aro,lean_right,1
64,1786866534.732175,547,633,567,811,783,803,525,665,491,133,565,595,633,317,239,360,0,407,458,453,488,413,184,0,0,939,693,0,0,0,0,0,aro,lean_right,1
65,1786866534.732600,547,632,569,815,782,803,525,665,491,133,565,595,631,319,237,359,0,409,458,454,487,404,185,0,0,939,693,0,0,0,0,0,aro,lean_right,1
66,1786866534.732997,550,635,567,811,783,804,525,665,493,135,567,595,631,313,239,357,0,405,459,455,489,413,187,0,0,939,685,0,0,0,0,0,aro,lean_right,1
67,1786866534.733380,551,634,569,813,783,805,523,665,494,137,566,595,629,317,239,359,0,405,460,455,487,415,187,0,0,939,695,0,0,0,0,0,aro,lean_right,1
68,1786866534.733764,551,635,567,812,787,806,523,665,495,137,567,596,629,316,241,359,0,404,459,447,489,415,189,0,0,939,686,0,0,0,0,0,aro,lean_right,1
69,1786866534.734155,551,633,568,814,786,805,523,665,495,139,567,596,631,311,234,357,0,409,459,447,489,420,189,0,0,939,684,0,0,0,0,0,aro,lean_right,1
70,1786866534.734541,552,635,570,811,787,807,523,667,495,140,568,596,631,311,235,359,0,407,461,452,490,415,197,0,0,939,687,0,0,0,0,0,aro,lean_right,1
71,1786866534.734934,551,635,569,814,783,805,523,667,501,139,567,595,631,312,233,361,0,407,461,457,491,423,197,0,0,939,687,0,0,0,0,0,aro,lean_right,1
72,1786866534.735321,549,634,568,813,786,805,524,668,503,139,565,595,631,313,234,359,0,409,461,453,491,419,199,0,0,939,685,0,0,0,0,0,aro,lean_right,1
73,1786866534.735711,551,635,568,813,787,805,525,667,502,139,563,591,631,312,231,360,0,410,467,453,490,421,199,0,0,938,681,0,0,0,0,0,aro,lean_right,1
74,1786866534.736098,551,633,567,813,787,805,523,667,505,141,567,595,631,311,232,359,0,408,467,453,493,427,201,0,0,937,686,0,0,0,0,0,aro,lean_right,1
75,1786866534.736482,551,635,569,813,787,805,523,669,504,142,567,594,629,313,231,359,0,408,467,457,493,423,203,0,0,937,680,0,0,0,0,0,aro,lean_right,1
76,1786866534.736879,551,635,568,815,787,805,521,669,504,143,567,595,628,311,233,359,0,410,467,457,493,425,205,0,0,939,679,0,0,0,0,0,aro,lean_right,1
77,1786866534.737268,549,633,570,813,787,805,524,669,504,146,566,595,630,311,233,359,0,411,468,456,494,428,211,0,0,938,687,0,0,0,0,0,aro,lean_right,1
78,1786866534.737662,552,633,571,811,787,807,529,669,509,146,564,593,627,311,231,354,0,411,469,457,495,428,207,0,0,936,683,0,0,0,0,0,aro,lean_right,1
79,1786866534.738046,549,634,570,811,785,805,523,669,506,146,567,594,627,308,229,351,0,413,468,456,498,428,211,0,0,938,686,0,0,0,0,0,aro,lean_right,1
80,1786866534.738436,547,632,572,811,785,804,525,669,505,147,565,589,627,310,230,349,0,411,469,459,499,431,213,0,0,937,682,0,0,0,0,0,aro,lean_right,1
81,1786866534.738824,549,635,567,811,787,805,524,669,505,147,565,589,627,305,231,349,0,411,471,457,501,431,213,0,0,937,677,0,0,0,0,0,aro,lean_right,1
82,1786866534.739208,548,633,559,811,785,803,525,669,507,143,566,591,629,308,229,350,0,411,471,458,503,437,215,0,0,937,677,0,0,0,0,0,aro,lean_right,1
83,1786866534.739604,547,631,565,810,786,803,533,669,507,146,566,591,624,310,228,349,0,413,471,459,483,439,215,0,0,937,681,0,0,0,0,0,aro,lean_right,1
84,1786866534.739989,549,634,569,809,779,804,524,670,505,147,563,591,628,306,227,351,0,413,471,461,503,440,215,0,0,939,680,0,0,0,0,0,aro,lean_right,1
85,1786866534.740388,547,634,569,808,782,805,525,669,505,147,565,591,627,308,223,348,0,414,472,467,503,444,217,0,0,938,683,0,0,0,0,0,aro,lean_right,1
86,1786866534.740741,549,633,574,811,783,804,525,669,505,145,565,590,627,309,227,350,0,415,472,461,504,445,216,0,0,939,682,0,0,0,0,0,aro,lean_right,1
87,1786866534.741104,547,633,568,811,786,804,523,669,504,143,565,597,627,309,227,349,0,415,474,465,503,443,217,0,0,939,680,0,0,0,0,0,aro,lean_right,1
88,1786866534.741469,547,637,567,808,785,803,525,668,505,145,567,589,628,303,221,348,0,421,474,463,505,447,217,0,0,939,680,0,0,0,0,0,aro,lean_right,1
89,1786866534.741828,544,631,567,813,783,799,523,669,505,143,565,591,623,308,223,346,0,415,475,466,507,442,219,0,0,938,691,0,0,0,0,0,aro,lean_right,1
90,1786866534.742194,543,632,568,811,783,803,525,669,504,145,564,587,623,307,221,346,0,419,476,456,509,440,218,0,0,937,679,0,0,0,0,0,aro,lean_right,1
91,1786866534.742548,541,631,569,804,781,803,527,669,505,145,567,589,629,307,221,346,0,419,474,469,507,447,219,0,0,939,692,0,0,0,0,0,aro,lean_right,1
92,1786866534.742925,540,635,569,809,783,803,525,669,505,145,563,589,628,302,221,347,0,423,475,463,508,443,219,0,0,939,669,0,0,0,0,0,aro,lean_right,1
93,1786866534.743288,543,635,568,809,781,803,525,670,505,148,565,589,629,307,219,345,0,420,476,479,509,461,221,0,0,939,681,0,0,0,0,0,aro,lean_right,1
94,1786866534.743638,541,635,567,814,782,803,525,671,507,147,564,589,623,303,219,343,0,419,477,465,517,453,220,0,0,938,679,0,0,0,0,0,aro,lean_right,1
95,1786866534.743996,541,631,567,811,779,803,527,671,505,149,559,591,627,309,218,349,0,423,477,463,511,452,221,0,0,937,678,0,0,0,0,0,aro,lean_right,1
96,1786866534.744348,541,631,571,809,785,805,527,671,505,151,563,587,626,313,217,343,0,423,477,467,519,454,221,0,0,937,679,0,0,0,0,0,aro,lean_right,1
97,1786866534.744705,539,629,569,807,781,804,527,671,507,151,559,585,618,309,220,341,0,419,479,468,519,454,223,0,0,937,679,0,0,0,0,0,aro,lean_right,1
98,1786866534.745056,539,633,568,808,781,803,527,671,506,150,563,585,623,307,217,329,0,422,477,469,520,456,221,0,0,937,679,0,0,0,0,0,aro,lean_right,1
99,1786866534.745408,536,629,568,808,783,798,529,671,505,151,563,588,627,311,216,343,0,424,479,469,521,457,227,0,0,937,679,0,0,0,0,0,aro,lean_right,1
100,1786866534.745759,536,631,559,806,781,803,527,671,507,151,559,587,621,303,215,341,0,421,483,471,520,460,227,0,0,937,676,0,0,0,0,0,aro,lean_right,1
101,1786866534.746109,537,632,561,809,781,803,531,671,507,150,563,588,623,301,217,341,0,421,481,470,521,459,227,0,0,937,681,0,0,0,0,0,aro,lean_right,1
102,1786866534.746458,536,631,567,809,781,804,527,671,508,151,565,585,623,301,217,340,0,411,483,470,525,473,227,0,0,937,681,0,0,0,0,0,aro,lean_right,1
103,1786866534.746785,533,632,567,809,781,805,529,671,508,151,563,589,602,303,217,340,0,413,485,473,523,469,228,0,0,938,679,0,0,0,0,0,aro,lean_right,1
104,1786866534.747134,535,631,567,807,781,799,527,672,508,151,563,586,623,300,215,341,0,424,484,476,524,463,228,0,0,937,699,0,0,0,0,0,aro,lean_right,1
105,1786866534.747514,535,632,567,807,780,797,527,672,509,151,563,585,623,287,217,338,0,423,483,469,519,461,227,0,0,937,681,0,0,0,0,0,aro,lean_right,1
